Computer Time,Time (Milli Sec.),GSR,BPM,Temperature,EMOTIONAL AFFIRM
 22:35:38,8937,482,66,21.97,RELAXED
 22:35:38,9150,480,66,31.74,RELAXED
 22:35:39,9362,481,66,23.93,RELAXED
 22:35:39,9575,483,70,37.11,RELAXED
 22:35:39,9787,479,70,23.93,RELAXED
 22:35:39,10000,475,76,25.39,RELAXED
 22:35:39,10212,466,76,27.83,RELAXED
 22:35:40,10425,468,76,22.46,RELAXED
 22:35:40,10638,470,76,25.39,RELAXED
 22:35:40,10850,470,77,37.6,RELAXED
 22:35:40,11063,471,77,26.37,RELAXED
 22:35:41,11275,474,77,41.5,RELAXED
 22:35:41,11488,472,77,25.39,RELAXED
 22:35:41,11700,473,78,20.51,RELAXED
 22:35:41,11913,475,78,41.99,RELAXED
 22:35:41,12126,473,78,21,RELAXED
 22:35:42,12338,476,78,24.9,RELAXED
 22:35:42,12551,476,75,37.6,RELAXED
 22:35:42,12763,474,75,23.93,RELAXED
 22:35:42,12976,478,75,27.34,RELAXED
 22:35:42,13188,476,75,37.6,RELAXED
 22:35:43,13401,476,75,20.02,RELAXED
 22:35:43,13614,479,75,24.9,RELAXED
 22:35:43,13826,476,75,31.25,RELAXED
 22:35:43,14039,478,75,41.99,RELAXED
 22:35:43,14252,480,74,37.11,RELAXED
 22:35:44,14464,476,74,25.88,RELAXED
 22:35:44,14676,479,74,19.53,RELAXED
 22:35:44,14888,476,74,20.51,RELAXED
 22:35:44,15101,475,77,19.53,RELAXED
 22:35:45,15313,478,77,29.79,RELAXED
 22:35:45,15526,472,77,24.9,RELAXED
 22:35:45,15738,468,77,28.32,RELAXED
 22:35:45,15951,471,77,35.16,RELAXED
 22:35:45,16163,469,77,21,RELAXED
 22:35:46,16376,471,81,28.81,SAD
 22:35:46,16589,473,81,37.6,SAD
 22:35:46,16801,469,81,23.93,SAD
 22:35:46,17014,473,81,32.23,SAD
 22:35:46,17226,473,81,18.07,SAD
 22:35:47,17438,472,75,21.48,RELAXED
 22:35:47,17651,475,75,28.81,RELAXED
 22:35:47,17864,474,75,27.83,RELAXED
 22:35:47,18076,474,75,21.48,RELAXED
 22:35:48,18289,476,71,29.79,RELAXED
 22:35:48,18501,473,71,24.9,RELAXED
 22:35:48,18714,475,71,40.53,RELAXED
 22:35:48,18926,477,71,25.88,RELAXED
 22:35:48,19139,474,71,32.71,RELAXED
 22:35:49,19351,477,71,26.86,RELAXED
 22:35:49,19564,476,71,41.02,RELAXED
 22:35:49,19776,475,71,23.44,RELAXED
 22:35:49,19989,478,71,25.39,RELAXED
 22:35:49,20201,475,71,29.3,RELAXED
 22:35:50,20414,476,71,39.06,RELAXED
 22:35:50,20626,479,71,31.74,RELAXED
 22:35:50,20839,476,72,24.9,RELAXED
 22:35:50,21051,479,72,38.57,RELAXED
 22:35:50,21264,476,72,20.02,RELAXED
 22:35:51,21477,474,72,39.06,RELAXED
 22:35:51,21689,479,72,31.25,RELAXED
 22:35:51,21902,476,72,20.02,RELAXED
 22:35:51,22114,480,72,35.16,RELAXED
 22:35:52,22327,481,72,26.86,RELAXED
 22:35:52,22539,476,72,28.81,RELAXED
 22:35:52,22752,479,72,24.41,RELAXED
 22:35:57,28102,492,66,472.17,RELAXED
 22:35:58,28315,492,66,6.35,RELAXED
 22:35:58,28527,494,71,278.81,RELAXED
 22:35:58,28740,493,71,205.57,RELAXED
 22:35:58,28952,491,71,24.41,RELAXED
 22:35:58,29165,492,71,30.27,RELAXED
 22:35:59,29378,490,71,24.9,RELAXED
 22:35:59,29590,490,71,27.34,RELAXED
 22:35:59,29803,492,71,21.97,RELAXED
 22:35:59,30015,487,71,23.44,RELAXED
 22:35:59,30228,491,71,25.39,RELAXED
 22:36:00,30441,490,71,24.9,RELAXED
 22:36:00,30653,487,71,36.13,RELAXED
 22:36:01,32253,488,84,21.48,SAD
 22:36:02,32465,491,84,24.9,SAD
 22:36:02,32678,488,84,21.48,SAD
 22:36:02,32891,488,84,23.93,SAD
 22:36:02,33103,490,85,20.02,HAPPY
 22:36:03,33315,487,85,36.62,HAPPY
 22:36:03,33528,488,85,26.86,HAPPY
 22:36:03,33741,489,85,41.5,HAPPY
 22:36:03,33953,486,85,26.37,HAPPY
 22:36:03,34166,489,85,17.58,HAPPY
 22:36:04,34378,488,85,22.46,HAPPY
 22:36:04,34591,486,85,22.95,HAPPY
 22:36:04,34804,489,85,30.76,HAPPY
 22:36:04,35016,487,85,37.11,HAPPY
 22:36:04,35229,487,84,25.88,SAD
 22:36:05,35441,490,84,25.88,SAD
 22:36:05,35654,485,84,24.9,SAD
 22:36:05,35867,488,84,21.97,SAD
 22:36:05,36079,488,84,23.44,SAD
 22:36:06,36292,486,84,21.97,SAD
 22:36:06,36504,489,84,22.46,SAD
 22:36:06,36717,487,84,22.95,SAD
 22:36:06,36930,488,84,23.44,SAD
 22:36:06,37142,490,84,26.86,SAD
 22:36:07,37355,486,83,23.44,SAD
 22:36:07,37567,489,83,21.48,SAD
 22:36:07,37780,489,83,21.48,SAD
 22:36:07,37992,486,85,22.95,HAPPY
 22:36:07,38205,489,85,23.93,HAPPY
 22:36:08,38417,487,85,39.06,HAPPY
 22:36:08,38630,487,85,21,HAPPY
 22:36:08,38842,491,85,25.88,HAPPY
 22:36:08,39055,486,85,29.3,HAPPY
 22:36:09,39267,488,85,20.51,HAPPY
 22:36:09,39480,489,85,42.97,HAPPY
 22:36:09,39692,486,85,36.62,HAPPY
 22:36:09,39904,489,85,36.62,HAPPY
 22:36:09,40117,487,70,22.95,RELAXED
 22:36:10,40329,486,70,41.99,RELAXED
 22:36:10,40542,489,70,44.92,RELAXED
 22:36:10,40754,486,70,33.69,RELAXED
 22:36:10,40967,489,70,26.86,RELAXED
 22:36:10,41180,489,70,41.99,RELAXED
 22:36:11,41392,485,70,41.02,RELAXED
 22:36:11,41604,489,70,36.62,RELAXED
 22:36:11,41817,488,70,21.97,RELAXED
 22:36:11,42030,486,70,21,RELAXED
 22:36:11,42242,489,70,21,RELAXED
 22:36:12,42455,486,70,30.27,RELAXED
 22:36:13,43746,489,77,20.51,RELAXED
 22:36:13,43959,489,77,32.23,RELAXED
 22:36:13,44172,486,77,24.9,RELAXED
 22:36:14,44384,489,77,21.97,RELAXED
 22:36:14,44597,488,77,32.71,RELAXED
 22:36:14,44809,486,77,25.39,RELAXED
 22:36:14,45022,490,77,22.46,RELAXED
 22:36:14,45235,487,77,22.46,RELAXED
 22:36:15,45447,487,75,36.13,RELAXED
 22:36:15,45660,489,75,41.5,RELAXED
 22:36:15,45872,485,75,22.46,RELAXED
 22:36:15,46085,488,77,23.44,RELAXED
 22:36:16,46297,488,77,25.88,RELAXED
 22:36:16,46510,488,77,41.99,RELAXED
 22:36:16,46722,489,77,24.9,RELAXED
 22:36:16,46935,487,77,35.16,RELAXED
 22:36:16,47148,486,77,21.48,RELAXED
 22:36:17,47360,489,77,33.2,RELAXED
 22:36:17,47572,485,77,21,RELAXED
 22:36:17,47784,487,77,20.51,RELAXED
 22:36:17,47997,487,77,20.02,RELAXED
 22:36:17,48209,484,77,40.04,RELAXED
 22:36:18,48422,487,77,23.93,RELAXED
 22:36:26,56444,492,67,42.97,RELAXED
 22:36:26,56657,494,67,23.44,RELAXED
 22:36:26,56869,493,72,20.02,RELAXED
 22:36:26,57082,497,72,21.48,RELAXED
 22:36:27,57294,497,78,26.86,RELAXED
 22:36:27,57507,495,78,26.86,RELAXED
 22:36:27,57719,497,83,21,SAD
 22:36:27,57932,493,83,23.93,SAD
 22:36:27,58144,493,83,25.88,SAD
 22:36:28,58357,496,83,29.3,SAD
 22:36:28,58569,493,85,27.34,HAPPY
 22:36:28,58782,496,85,28.81,HAPPY
 22:36:28,58995,496,91,29.3,HAPPY
 22:36:28,59207,493,91,23.44,HAPPY
 22:36:29,59420,497,98,23.44,HAPPY
 22:36:29,59632,495,98,23.93,HAPPY
 22:36:29,59845,495,98,25.88,HAPPY
 22:36:29,60057,497,98,24.41,HAPPY
 22:36:30,60270,494,98,33.69,HAPPY
 22:36:30,60483,497,96,25.39,HAPPY
 22:36:30,60695,497,96,28.81,HAPPY
 22:36:30,60908,494,96,26.86,HAPPY
 22:36:30,61120,498,96,26.37,HAPPY
 22:36:31,61333,496,95,24.41,HAPPY
 22:36:31,61545,496,95,23.44,HAPPY
 22:36:31,61758,499,95,27.34,HAPPY
 22:36:31,61971,495,95,29.3,HAPPY
 22:36:31,62183,498,95,21,HAPPY
 22:36:32,62396,498,95,30.27,HAPPY
 22:36:32,62608,495,95,31.74,HAPPY
 22:36:32,62821,498,95,41.02,HAPPY
 22:36:32,63033,497,91,28.32,HAPPY
 22:36:32,63246,495,91,32.23,HAPPY
 22:36:33,63458,498,91,33.2,HAPPY
 22:36:33,63671,494,91,26.37,HAPPY
 22:36:33,63883,496,86,20.02,HAPPY
 22:36:33,64096,498,86,21.97,HAPPY
 22:36:34,64308,494,86,26.86,HAPPY
 22:36:34,64521,497,86,29.3,HAPPY
 22:36:34,64734,495,79,21.48,RELAXED
 22:36:34,64946,494,79,23.44,RELAXED
 22:36:34,65159,497,79,20.02,RELAXED
 22:36:35,65371,494,79,33.2,RELAXED
 22:36:35,65584,496,79,40.53,RELAXED
 22:36:35,65796,497,79,21.97,RELAXED
 22:36:35,66009,494,79,30.76,RELAXED
 22:36:35,66222,497,79,33.2,RELAXED
 22:36:36,66434,496,79,32.23,RELAXED
 22:36:36,66647,494,79,26.37,RELAXED
 22:36:36,66859,496,79,21.48,RELAXED
 22:36:36,67072,494,79,34.18,RELAXED
 22:36:37,67283,495,79,21,RELAXED
 22:36:37,67496,496,79,20.51,RELAXED
 22:36:37,67708,492,79,22.46,RELAXED
 22:36:38,69001,496,77,24.41,RELAXED
 22:36:38,69213,494,77,36.13,RELAXED
 22:36:39,69426,493,77,26.37,RELAXED
 22:36:39,69638,497,77,19.04,RELAXED
 22:36:39,69851,493,77,21.97,RELAXED
 22:36:39,70064,495,77,24.41,RELAXED
 22:36:40,70276,496,77,30.76,RELAXED
 22:36:40,70489,493,77,17.09,RELAXED
 22:36:40,70702,495,77,35.16,RELAXED
 22:36:40,70914,494,77,21.48,RELAXED
 22:36:40,71127,492,77,22.46,RELAXED
 22:36:41,71339,495,77,22.46,RELAXED
 22:36:41,71552,492,76,22.46,RELAXED
 22:36:41,71763,492,76,24.9,RELAXED
 22:36:41,71976,493,78,23.44,RELAXED
 22:36:41,72188,489,78,24.9,RELAXED
 22:36:42,72401,492,78,22.46,RELAXED
 22:36:42,72613,491,78,22.95,RELAXED
 22:36:42,72826,489,78,38.09,RELAXED
 22:36:42,73038,491,78,21,RELAXED
 22:36:42,73251,489,78,24.41,RELAXED
 22:36:43,73463,489,78,22.46,RELAXED
 22:36:43,73676,491,78,22.46,RELAXED
 22:36:43,73888,487,78,22.46,RELAXED
 22:36:43,74101,491,78,26.86,RELAXED
 22:36:44,74313,489,78,27.34,RELAXED
 22:36:45,76171,499,82,25.88,SAD
 22:36:46,76384,492,82,22.95,SAD
 22:36:46,76596,495,82,21.97,SAD
 22:36:46,76809,494,83,21.97,SAD
 22:36:46,77021,497,83,27.34,SAD
 22:36:46,77234,493,83,25.88,SAD
 22:36:47,77447,490,83,21.48,SAD
 22:36:47,77659,492,83,23.93,SAD
 22:36:47,77872,489,83,23.44,SAD
 22:36:47,78084,489,83,27.34,SAD
 22:36:48,78297,492,84,24.41,SAD
 22:36:48,78510,488,84,21.97,SAD
 22:36:48,78722,490,84,23.44,SAD
 22:36:48,78935,491,84,41.02,SAD
 22:36:48,79147,488,84,35.16,SAD
 22:36:49,79360,491,84,20.51,SAD
 22:36:49,79571,491,85,35.64,HAPPY
 22:36:49,79784,490,85,31.74,HAPPY
 22:36:49,79997,493,85,28.32,HAPPY
 22:36:49,80209,490,86,24.41,HAPPY
 22:36:50,80422,491,86,26.37,HAPPY
 22:36:50,80634,493,86,33.69,HAPPY
 22:36:50,80847,489,86,21.48,HAPPY
 22:36:50,81059,493,86,36.13,HAPPY
 22:36:51,81272,491,86,29.79,HAPPY
 22:36:51,81484,490,86,42.48,HAPPY
 22:36:51,81697,496,86,24.9,HAPPY
 22:36:51,81909,496,86,15.63,HAPPY
 22:36:51,82122,496,90,24.9,HAPPY
 22:36:52,82334,494,90,28.32,HAPPY
 22:36:52,82547,488,96,32.23,HAPPY
 22:36:52,82759,491,96,24.41,HAPPY
 22:36:52,82972,489,96,34.18,HAPPY
 22:36:52,83185,487,95,40.04,HAPPY
 22:36:53,83397,490,95,20.02,HAPPY
 22:36:53,83610,488,95,36.62,HAPPY
 22:36:53,83822,488,95,32.71,HAPPY
 22:36:53,84035,490,94,21.97,HAPPY
 22:36:53,84247,486,94,24.41,HAPPY
 22:36:54,84460,488,94,40.53,HAPPY
 22:36:54,84672,488,94,19.53,HAPPY
 22:36:54,84885,485,94,22.46,HAPPY
 22:36:54,85097,488,94,23.93,HAPPY
 22:36:55,85310,487,93,21,HAPPY
 22:36:55,85523,486,93,29.3,HAPPY
 22:36:55,85735,489,93,28.81,HAPPY
 22:36:55,85948,486,93,24.41,HAPPY
 22:36:55,86160,488,93,27.34,HAPPY
 22:36:56,86373,489,93,29.79,HAPPY
 22:36:56,86585,488,93,31.25,HAPPY
 22:36:56,86798,495,84,36.62,SAD
 22:36:56,87010,493,84,16.11,SAD
 22:36:56,87223,491,84,35.64,SAD
 22:36:57,87436,494,83,25.88,SAD
 22:36:57,87648,492,83,35.64,SAD
 22:36:57,87861,493,83,32.71,SAD
 22:36:57,88073,497,83,43.46,SAD
 22:36:58,88286,494,82,38.57,SAD
 22:36:58,88498,497,82,21.48,SAD
 22:36:58,88711,496,82,40.04,SAD
 22:36:58,88923,493,82,32.71,SAD
 22:36:58,89136,496,82,25.39,SAD
 22:36:59,89348,495,82,36.62,SAD
 22:36:59,89561,496,80,31.25,SAD
 22:36:59,89774,499,80,23.93,SAD
 22:36:59,89986,495,80,26.37,SAD
 22:36:59,90199,497,80,32.71,SAD
 22:37:00,90412,499,76,39.55,RELAXED
 22:37:00,90624,496,76,34.67,RELAXED
 22:37:00,90836,499,76,36.62,RELAXED
 22:37:00,91048,498,76,40.04,RELAXED
 22:37:01,91261,496,76,23.93,RELAXED
 22:37:01,91473,498,76,32.23,RELAXED
 22:37:01,91686,497,76,34.18,RELAXED
 22:37:01,91899,497,76,21.48,RELAXED
 22:37:01,92111,500,76,28.81,RELAXED
 22:37:02,92324,496,76,38.09,RELAXED
 22:37:02,92536,498,76,25.39,RELAXED
 22:37:02,92749,498,76,30.76,RELAXED
 22:37:02,92961,496,76,41.5,RELAXED
 22:37:02,93174,499,76,36.13,RELAXED
 22:37:03,93387,498,76,34.18,RELAXED
 22:37:03,93599,497,76,23.44,RELAXED
 22:37:03,93812,500,83,29.3,SAD
 22:37:03,94025,497,83,17.09,SAD
 22:37:03,94237,497,88,26.37,HAPPY
 22:37:04,94449,501,88,25.88,HAPPY
 22:37:04,94662,492,88,24.9,HAPPY
 22:37:04,94875,492,88,25.88,HAPPY
 22:37:04,95087,492,88,40.04,HAPPY
 22:37:05,95300,491,88,31.74,HAPPY
 22:37:05,95512,498,82,15.63,SAD
 22:37:05,95725,498,82,26.86,SAD
 22:37:05,95938,498,82,42.97,SAD
 22:37:05,96150,502,82,24.9,SAD
 22:37:06,96363,499,81,23.93,SAD
 22:37:06,96575,501,81,27.83,SAD
 22:37:06,96788,500,81,25.88,SAD
 22:37:06,97001,493,81,24.41,SAD
 22:37:06,97213,495,81,28.81,SAD
 22:37:07,97426,494,81,42.48,SAD
 22:37:07,97638,495,81,21.48,SAD
 22:37:07,97851,497,81,24.41,SAD
 22:37:07,98063,493,81,34.18,SAD
 22:37:08,98276,495,81,38.09,SAD
 22:37:08,98488,497,81,31.25,SAD
 22:37:09,99729,502,88,14.16,HAPPY
 22:37:09,99942,499,88,17.58,HAPPY
 22:37:09,100154,502,88,22.46,HAPPY
 22:37:10,100367,504,88,30.27,HAPPY
 22:37:10,100580,501,88,29.3,HAPPY
 22:37:10,100792,505,88,23.93,HAPPY
 22:37:10,101005,505,88,22.95,HAPPY
 22:37:10,101218,517,88,19.04,HAPPY
 22:37:11,101430,505,88,26.86,HAPPY
 22:37:11,101643,504,88,23.44,HAPPY
 22:37:11,101855,503,88,40.53,HAPPY
 22:37:11,102068,507,88,22.95,HAPPY
 22:37:13,103565,506,77,40.04,RELAXED
 22:37:13,103778,502,77,30.76,RELAXED
 22:37:13,103990,505,77,36.62,RELAXED
 22:37:13,104203,504,77,33.2,RELAXED
 22:37:14,104415,502,77,29.79,RELAXED
 22:37:14,104628,505,77,24.41,RELAXED
 22:37:14,104841,502,77,28.81,RELAXED
 22:37:14,105053,501,77,24.9,RELAXED
 22:37:15,105266,505,77,38.57,RELAXED
 22:37:15,105478,501,77,25.88,RELAXED
 22:37:15,105691,504,80,26.37,SAD
 22:37:15,105903,504,80,40.04,SAD
 22:37:15,106116,502,80,38.57,SAD
 22:37:16,106329,506,80,22.95,SAD
 22:37:16,106541,503,80,39.55,SAD
 22:37:16,106754,501,80,22.95,SAD
 22:37:16,106966,503,80,24.9,SAD
 22:37:16,107179,499,80,21.48,SAD
 22:37:17,107392,500,80,33.69,SAD
 22:37:17,107603,502,80,29.79,SAD
 22:37:17,107816,499,80,26.37,SAD
 22:37:17,108028,501,80,22.46,SAD
 22:37:19,109527,503,110,32.71,HAPPY
 22:37:19,109740,501,110,35.16,HAPPY
 22:37:19,109952,500,110,29.79,HAPPY
 22:37:19,110164,503,110,35.16,HAPPY
 22:37:20,110377,499,110,31.74,HAPPY
 22:37:20,110589,501,110,34.67,HAPPY
 22:37:20,110802,502,110,35.16,HAPPY
 22:37:20,111014,494,110,24.41,HAPPY
 22:37:20,111227,504,110,37.6,HAPPY
 22:37:21,111440,503,110,36.13,HAPPY
 22:37:21,111653,500,110,25.88,HAPPY
 22:37:21,111865,503,110,41.5,HAPPY
 22:37:24,115008,505,117,31.25,HAPPY
 22:37:24,115220,506,117,30.76,HAPPY
 22:37:25,115433,502,117,27.34,HAPPY
 22:37:25,115646,505,113,21.48,HAPPY
 22:37:25,115858,504,113,40.53,HAPPY
 22:37:25,116071,502,113,31.74,HAPPY
 22:37:26,116284,505,113,18.07,HAPPY
 22:37:26,116496,504,113,38.57,HAPPY
 22:37:26,116709,503,113,30.76,HAPPY
 22:37:26,116921,506,113,25.88,HAPPY
 22:37:26,117134,503,113,24.9,HAPPY
 22:37:27,117347,504,113,25.88,HAPPY
 22:37:27,117559,506,113,22.46,HAPPY
 22:37:27,117772,502,113,24.9,HAPPY
 22:37:27,117984,505,113,34.67,HAPPY
 22:37:29,119636,506,78,18.55,RELAXED
 22:37:29,119848,504,78,35.16,RELAXED
 22:37:29,120061,508,81,26.86,SAD
 22:37:30,120273,506,81,29.79,SAD
 22:37:30,120486,506,81,22.46,SAD
 22:37:30,120699,508,81,21.48,SAD
 22:37:30,120911,505,81,31.74,SAD
 22:37:30,121124,508,81,29.79,SAD
 22:37:31,121336,509,81,24.9,SAD
 22:37:31,121549,505,81,25.39,SAD
 22:37:31,121762,508,81,18.55,SAD
 22:37:31,121974,506,81,36.62,SAD
 22:37:31,122187,504,81,34.67,SAD
 22:37:32,122399,507,81,30.76,SAD
 22:37:33,123949,501,84,35.16,SAD
 22:37:33,124161,505,84,23.44,SAD
 22:37:34,124374,504,84,22.95,SAD
 22:37:34,124585,503,84,26.86,SAD
 22:37:34,124798,506,84,39.06,SAD
 22:37:34,125011,504,84,23.44,SAD
 22:37:34,125223,504,84,23.93,SAD
 22:37:35,125436,507,84,22.46,SAD
 22:37:35,125648,504,84,21.48,SAD
 22:37:35,125861,505,84,31.74,SAD
 22:37:35,126073,507,84,16.11,SAD
 22:37:36,126286,502,84,30.27,SAD
 22:37:36,126499,506,84,19.04,SAD
 22:37:36,126711,504,84,38.09,SAD
 22:37:36,126924,502,84,23.93,SAD
 22:37:36,127136,504,84,38.09,SAD
 22:37:37,127349,503,84,35.64,SAD
 22:37:37,127562,503,84,22.95,SAD
 22:37:37,127774,508,84,37.11,SAD
 22:37:37,127987,504,84,22.46,SAD
 22:37:37,128199,506,84,21.97,SAD
 22:37:38,128412,506,84,30.27,SAD
 22:37:38,128625,503,84,38.57,SAD
 22:37:38,128837,504,84,21.97,SAD
 22:37:38,129050,503,83,38.09,SAD
 22:37:39,129262,501,83,24.41,SAD
 22:37:39,129475,504,83,25.88,SAD
 22:37:39,129688,502,83,29.3,SAD
 22:37:39,129900,502,83,25.88,SAD
 22:37:39,130113,505,83,20.02,SAD
 22:37:40,130325,500,83,33.69,SAD
 22:37:40,130538,501,83,31.25,SAD
 22:37:40,130750,501,83,39.55,SAD
 22:37:40,130963,498,83,22.46,SAD
 22:37:40,131176,501,83,38.57,SAD
 22:37:41,131388,499,83,26.86,SAD
 22:37:41,131601,499,83,33.69,SAD
 22:37:41,131813,502,83,31.25,SAD
 22:37:41,132026,500,83,37.6,SAD
 22:37:41,132239,500,83,23.44,SAD
 22:37:42,132451,504,83,41.5,SAD
 22:37:42,132664,500,84,34.18,SAD
 22:37:42,132876,503,84,34.67,SAD
 22:37:42,133089,503,84,25.88,SAD
 22:37:43,133302,501,84,35.64,SAD
 22:37:43,133514,503,84,24.9,SAD
 22:37:43,133727,503,87,18.55,HAPPY
 22:37:43,133939,500,87,29.79,HAPPY
 22:37:43,134152,504,87,25.39,HAPPY
 22:37:44,134364,502,87,31.25,HAPPY
 22:37:44,134577,502,87,24.41,HAPPY
 22:37:44,134790,504,87,26.37,HAPPY
 22:37:44,135002,501,87,27.83,HAPPY
 22:37:44,135215,506,87,21,HAPPY
 22:37:45,135428,502,87,27.34,HAPPY
 22:37:45,135640,498,87,26.37,HAPPY
 22:37:45,135853,501,87,25.39,HAPPY
 22:37:45,136065,500,87,27.83,HAPPY
 22:37:47,137614,507,72,32.71,RELAXED
 22:37:47,137826,499,72,36.13,RELAXED
 22:37:47,138039,496,72,29.3,RELAXED
 22:37:48,138252,498,72,20.51,RELAXED
 22:37:48,138464,498,73,26.86,RELAXED
 22:37:48,138677,495,73,20.51,RELAXED
 22:37:48,138889,498,73,32.23,RELAXED
 22:37:48,139102,497,75,37.6,RELAXED
 22:37:49,139315,497,75,21.48,RELAXED
 22:37:49,139527,500,75,26.86,RELAXED
 22:37:49,139740,497,76,37.11,RELAXED
 22:37:49,139952,499,76,24.41,RELAXED
 22:37:49,140165,500,80,26.37,SAD
 22:37:50,140378,496,80,24.9,SAD
 22:37:50,140590,499,80,24.41,SAD
 22:37:50,140803,498,80,33.69,SAD
 22:37:50,141015,497,80,25.88,SAD
 22:37:50,141228,499,80,20.02,SAD
 22:37:51,141440,495,80,21.97,SAD
 22:37:51,141652,495,80,27.34,SAD
 22:37:51,141864,498,80,25.88,SAD
 22:37:51,142077,494,80,24.9,SAD
 22:37:52,142289,493,80,21.48,SAD
 22:37:52,142502,497,80,36.13,SAD
 22:37:53,144000,497,87,40.04,HAPPY
 22:37:53,144211,496,87,23.44,HAPPY
 22:37:54,144424,499,87,19.04,HAPPY
 22:37:54,144636,496,87,31.25,HAPPY
 22:37:54,144849,496,87,20.51,HAPPY
 22:37:54,145061,498,87,28.81,HAPPY
 22:37:55,145274,495,91,38.57,HAPPY
 22:37:55,145487,498,91,23.93,HAPPY
 22:37:55,145699,497,91,27.34,HAPPY
 22:37:55,145912,495,91,39.55,HAPPY
 22:37:55,146124,499,91,35.64,HAPPY
 22:37:56,146337,497,91,21.97,HAPPY
 22:37:56,146549,496,91,27.34,HAPPY
 22:37:56,146762,499,91,38.57,HAPPY
 22:37:56,146974,495,91,22.95,HAPPY
 22:37:56,147187,497,91,24.41,HAPPY
 22:37:57,147400,498,91,34.67,HAPPY
 22:37:58,148948,497,90,40.04,HAPPY
 22:37:58,149161,500,90,22.46,HAPPY
 22:37:59,149373,497,90,22.95,HAPPY
 22:37:59,149586,498,90,19.53,HAPPY
 22:37:59,149798,500,89,30.27,HAPPY
 22:37:59,150011,497,89,42.48,HAPPY
 22:37:59,150223,500,89,20.51,HAPPY
 22:38:00,150436,499,89,34.67,HAPPY
 22:38:00,150649,497,89,21,HAPPY
 22:38:00,150861,500,89,21.48,HAPPY
 22:38:00,151074,499,89,25.39,HAPPY
 22:38:01,151286,498,87,30.76,HAPPY
 22:38:01,151499,501,87,42.48,HAPPY
 22:38:01,151712,498,87,38.09,HAPPY
 22:38:01,151924,499,86,26.37,HAPPY
 22:38:01,152137,500,86,28.81,HAPPY
 22:38:02,152349,497,86,24.9,HAPPY
 22:38:02,152562,500,86,35.64,HAPPY
 22:38:02,152775,500,86,36.13,HAPPY
 22:38:02,152987,498,89,30.76,HAPPY
 22:38:02,153200,501,89,41.02,HAPPY
 22:38:03,153412,499,95,26.37,HAPPY
 22:38:03,153625,499,95,35.16,HAPPY
 22:38:03,153837,502,95,28.32,HAPPY
 22:38:03,154050,498,95,24.9,HAPPY
 22:38:04,154263,500,95,21,HAPPY
 22:38:04,154475,501,95,25.88,HAPPY
 22:38:04,154688,498,95,41.02,HAPPY
 22:38:04,154900,501,95,28.32,HAPPY
 22:38:04,155113,500,95,37.11,HAPPY
 22:38:05,155326,498,95,26.37,HAPPY
 22:38:05,155538,501,95,23.44,HAPPY
 22:38:07,157241,502,71,41.5,RELAXED
 22:38:07,157454,503,71,19.04,RELAXED
 22:38:07,157666,499,71,16.6,RELAXED
 22:38:07,157879,502,74,31.74,RELAXED
 22:38:07,158092,501,74,33.69,RELAXED
 22:38:08,158304,500,74,23.44,RELAXED
 22:38:08,158517,503,74,22.95,RELAXED
 22:38:08,158729,501,74,32.71,RELAXED
 22:38:08,158942,500,74,21.97,RELAXED
 22:38:08,159155,503,74,23.44,RELAXED
 22:38:09,159367,498,74,30.27,RELAXED
 22:38:09,159580,501,74,22.95,RELAXED
 22:38:09,159792,503,74,33.2,RELAXED
 22:38:09,160005,500,74,34.67,RELAXED
 22:38:09,160218,503,74,30.27,RELAXED
 22:38:11,161869,503,74,38.57,RELAXED
 22:38:11,162082,500,74,21.97,RELAXED
 22:38:12,162294,503,74,38.09,RELAXED
 22:38:12,162507,502,74,39.55,RELAXED
 22:38:12,162720,501,75,23.93,RELAXED
 22:38:12,162932,504,75,22.95,RELAXED
 22:38:12,163145,501,75,28.32,RELAXED
 22:38:13,163358,502,75,21.97,RELAXED
 22:38:13,163570,504,75,29.79,RELAXED
 22:38:13,163783,501,75,35.64,RELAXED
 22:38:13,163995,503,79,32.23,RELAXED
 22:38:13,164208,504,84,21.48,SAD
 22:38:14,164421,502,84,24.9,SAD
 22:38:14,164633,505,84,24.41,SAD
 22:38:14,164846,504,84,28.81,SAD
 22:38:14,165058,502,85,22.95,HAPPY
 22:38:15,165271,505,85,21,HAPPY
 22:38:15,165484,503,85,37.11,HAPPY
 22:38:15,165696,504,86,38.09,HAPPY
 22:38:15,165909,506,86,26.86,HAPPY
 22:38:15,166121,502,86,22.95,HAPPY
 22:38:16,166334,505,86,26.86,HAPPY
 22:38:16,166547,505,86,27.83,HAPPY
 22:38:16,166759,502,86,28.81,HAPPY
 22:38:16,166972,505,86,22.95,HAPPY
 22:38:16,167184,504,88,33.69,HAPPY
 22:38:17,167397,503,88,38.57,HAPPY
 22:38:17,167609,506,88,39.55,HAPPY
 22:38:17,167822,503,89,30.27,HAPPY
 22:38:17,168035,504,89,36.13,HAPPY
 22:38:18,168248,506,89,36.62,HAPPY
 22:38:18,168460,502,89,34.18,HAPPY
 22:38:18,168673,504,89,27.83,HAPPY
 22:38:18,168885,504,89,39.06,HAPPY
 22:38:18,169098,502,89,26.86,HAPPY
 22:38:19,169310,505,89,35.64,HAPPY
 22:38:19,169523,503,89,28.32,HAPPY
 22:38:19,169736,502,89,21.97,HAPPY
